user_input,reference_contexts,reference,persona_name,query_style,query_length,synthesizer_name
"Tesla Model 3 는 어떤 차체 스타일과 구동 레이아웃을 가지고 있고, Tesla Autopilot 이 언제 발표되었으며 이 두 가지가 Tesla 전기차 시장에서 어떤 의미를 가지는지 설명해 주세요?","['<1-hop>\n\n- **Model 3:** 패스트백 차체 스타일과 듀얼 모터, 전륜 구동 레이아웃 또는 후륜 모터, 후륜 구동 레이아웃을 갖춘 중형차. 이 차량은 고급 Model S 세단보다 저렴하도록 설계되었습니다. Model 3 프로토타입은 2016년에 처음 공개되었으며 일주일 만에 325,000건 이상의 유료 예약이 접수되었습니다.', '<2-hop>\n\nTesla는 2012년 6월 Model S 고급 세단을 출시했습니다. Model S는 여러 자동차 상을 받았으며 노르웨이(2013년 9월)와 전 세계(2015년 및 2016년)에서 가장 많이 팔린 전기 자동차가 되었습니다. Tesla는 2013년 7월 NASDAQ-100에 합류했습니다.\n\n2014년, Tesla는 운전자 지원 시스템인 Autopilot을 발표했습니다. Tesla는 2015년 4월 Powerwall 및 Powerpack과 함께 에너지 저장 시장에 진출하여 일주일 만에 8억 달러의 주문을 받았습니다. Model X SUV는 2015년 9월에 출시되었습니다.\n\n### SolarCity 및 Model 3 (2016–2018)', '<3-hop>\n\nTesla는 무선 업데이트를 사용하여 강력한 온보드 컴퓨터를 통해 기능을 추가하거나 문제를 해결합니다.\n\n### 모터\n\nTesla는 유도 모터와 동기 릴럭턴스 모터(SynRM) 특성을 가진 내부 영구 자석(IPM) 모터를 만듭니다.\n\n### 북미 충전 표준\n\n북미 충전 표준(NACS)은 Tesla에서 개발한 전기 자동차 충전 커넥터 시스템입니다.\n\n### Autopilot 및 완전 자율 주행\n\nTesla Autopilot은 Tesla에서 개발한 고급 운전자 지원 시스템(ADAS)으로, 부분적인 차량 자동화를 의미합니다.\n\n### 로봇 공학']","Tesla Model 3 는 패스트백 차체 스타일과 듀얼 모터, 전륜 구동 또는 후륜 구동 레이아웃을 가진 중형차로, 고급 Model S 세단보다 저렴하게 설계되었습니다. Model 3 프로토타입은 2016년에 처음 공개되었고, 일주일 만에 325,000건 이상의 유료 예약이 접수될 정도로 큰 관심을 받았습니다. 한편, Tesla Autopilot 은 2014년에 발표된 고급 운전자 지원 시스템(ADAS)으로, 부분적인 차량 자동화를 의미합니다. Model 3 의 합리적인 가격과 차체 스타일, 그리고 Autopilot 같은 첨단 운전자 지원 기능은 Tesla가 미국 전기차 시장에서 경쟁력을 확보하는 데 중요한 역할을 했습니다.",,,,multi_hop_abstract_query_synthesizer
How does Tesla's strategy for battery cost reduction relate to its development and sales of energy storage systems in the U.S. market?,"['<1-hop>\n\nTesla의 전략은 배터리 비용을 줄이기 위해 고가, 소량 차량으로 시작한 다음 더 저렴하고 대량 차량을 제공하는 것입니다. Tesla는 자동차의 하드웨어를 지속적으로 업데이트하고 웹사이트와 회사 소유 매장을 통해 직접 차량을 판매합니다. Tesla는 수직적으로 통합되어 많은 구성 요소를 자체 개발합니다. Tesla는 일반적으로 지속 가능한 에너지 채택을 촉진하기 위해 경쟁 업체가 자사 기술을 라이선스하도록 허용합니다.\n\n## 기술\n\n### 배터리\n\nTesla는 CATL, LG Energy Solution 및 Panasonic에서 공급받은 원통형 및 각형 배터리 셀을 사용하고 있으며 자체 배터리를 생산할 수 있는 능력을 구축하고 있습니다.\n\n### 소프트웨어', '<2-hop>\n\nTesla, Inc.는 미국의 다국적 자동차 및 청정 에너지 회사입니다. 이 회사는 전기 자동차(BEV), 고정형 배터리 에너지 저장 장치, 태양 전지판, 태양광 지붕널 및 관련 제품/서비스를 설계, 제조 및 판매합니다. 2003년 7월 Martin Eberhard와 Marc Tarpenning이 Tesla Motors로 설립했으며, Nikola Tesla를 기리기 위해 명명되었습니다. Elon Musk는 2004년 Tesla의 초기 자금 조달을 주도하여 2008년에 회장 겸 CEO가 되었습니다.']","Tesla's strategy for battery cost reduction involves starting with high-priced, low-volume vehicles and then offering more affordable, mass-produced models. This approach is supported by Tesla's vertical integration, including the development of its own battery production capabilities alongside sourcing from suppliers like CATL, LG Energy Solution, and Panasonic. In the U.S. market, Tesla designs, manufactures, and sells not only electric vehicles but also fixed battery energy storage systems, solar panels, and related products. This comprehensive product lineup reflects Tesla's commitment to sustainable energy adoption and leverages its battery technology advancements to serve both automotive and energy storage sectors.",,,,multi_hop_abstract_query_synthesizer
"Tesl의 소송 및 논란 중에서 내부 고발자 보복과 노동 분쟁이 어떻게 연결되어 있으며, 이러한 문제들이 Musk의 논란의 여지가 있는 발언과 어떤 관련이 있나요?","['<1-hop>\n\n## 파트너\n\nTesla는 Panasonic과 파트너십을 맺고 있으며 리튬 공급에 대한 장기 계약을 맺고 있습니다. 이전 파트너로는 Daimler와 Toyota가 있습니다.\n\n## 소송 및 논란\n\nTesla는 성희롱, 노동 분쟁, 사기 혐의, 대리점 분쟁, 지적 재산권, 환경 위반, 재산 피해, 인종 차별, COVID-19 팬데믹 대응 및 수리 권리와 관련된 소송 및 논란에 직면했습니다.\n\n## 비판\n\nTesla는 데이터 개인 정보 보호, 공매도자, 지연, 차량 제품 문제, 화재, Autopilot 충돌, 소프트웨어 해킹, 가상 제동 및 주행 거리 성능과 관련된 비판에 직면했습니다.', '<2-hop>\n\nTesla는 내부 고발자 보복, 근로자 권리 침해, 안전 결함, 홍보 부족, Musk의 논란의 여지가 있는 발언과 관련된 소송, 정부 조사 및 비판에 직면했습니다.\n\n## 역사\n\n### 창립 (2003–2004)\n\nTesla Motors, Inc.는 2003년 7월 1일에 Martin Eberhard와 Marc Tarpenning에 의해 설립되었으며, 각각 CEO와 CFO를 역임했습니다. Ian Wright는 얼마 지나지 않아 합류했습니다. 2004년 2월, Elon Musk는 750만 달러의 시리즈 A 자금 조달을 주도하여 회장 겸 최대 주주가 되었습니다. J. B. Straubel은 2004년 5월 CTO로 합류했습니다. 다섯 명 모두 공동 설립자로 인정받고 있습니다.\n\n### Roadster (2005–2009)']","Tesla는 소송 및 논란에서 내부 고발자 보복과 근로자 권리 침해, 노동 분쟁과 관련된 문제들에 직면해 있습니다. 이러한 문제들은 Musk의 논란의 여지가 있는 발언과 함께 정부 조사 및 비판의 대상이 되고 있습니다. 즉, 내부 고발자 보복과 노동 분쟁은 Tesla가 겪는 여러 법적 문제 중 하나이며, Musk의 발언이 이러한 논란을 더욱 증폭시키는 역할을 하고 있습니다.",,,,multi_hop_abstract_query_synthesizer
How did Tesla's elimination of annual maintenance requirements relate to the right to repair disputes they faced?,"['<1-hop>\n\nTesla는 원격 진단 및 수리를 우선시하여 모바일 기술자를 파견하거나 필요한 경우 고객을 서비스 센터로 안내합니다. 이 회사는 전 세계에 소매점, 갤러리, 서비스, 배송 및 차체 수리점을 운영하고 있습니다. Tesla는 차량 서비스에서 이익을 얻지 않는 것을 목표로 합니다. 2019년 초에 연간 유지 보수 요구 사항이 제거되었고 대신 브레이크액, 에어컨, 타이어 및 에어 필터를 주기적으로 서비스할 것을 권장합니다.\n\n### 충전 서비스', '<2-hop>\n\n## 파트너\n\nTesla는 Panasonic과 파트너십을 맺고 있으며 리튬 공급에 대한 장기 계약을 맺고 있습니다. 이전 파트너로는 Daimler와 Toyota가 있습니다.\n\n## 소송 및 논란\n\nTesla는 성희롱, 노동 분쟁, 사기 혐의, 대리점 분쟁, 지적 재산권, 환경 위반, 재산 피해, 인종 차별, COVID-19 팬데믹 대응 및 수리 권리와 관련된 소송 및 논란에 직면했습니다.\n\n## 비판\n\nTesla는 데이터 개인 정보 보호, 공매도자, 지연, 차량 제품 문제, 화재, Autopilot 충돌, 소프트웨어 해킹, 가상 제동 및 주행 거리 성능과 관련된 비판에 직면했습니다.']","Tesla eliminated the annual maintenance requirements in early 2019, shifting the focus to periodic servicing of brake fluid, air conditioning, tires, and air filters. Despite this move to reduce traditional maintenance, Tesla has faced various lawsuits and controversies, including disputes related to the right to repair. This indicates that while Tesla aims to minimize maintenance needs and service through remote diagnostics and mobile technicians, it has also encountered legal challenges concerning customers' ability to repair their vehicles independently.",,,,multi_hop_abstract_query_synthesizer
Tesla Cybercab and Robovan concept versions what is and how relate Tesla Cybertruck delivery and Tesla Network future vehicle calling service?,"['<1-hop>\n\n### 발표된 제품\n\n- **Roadster (2세대):** 2017년에 공개되었으며 620마일(1,000km)의 주행 거리와 고성능 사양을 갖춘 것으로 알려져 있습니다. 2025년에 생산 예정입니다.\n- **Tesla 차세대 차량:** 2025년 상반기에 배송될 것으로 예상되는 발표된 배터리 전기 플랫폼.\n- **Cybercab:** 출시 예정인 2인승 배터리 전기 자율 주행차.\n- **Robovan:** 미래 개발을 위해 계획된 전기 자율 밴.\n\n### 단종\n\n- **Tesla Roadster:** 2008년부터 2012년까지 생산된 2인승 스포츠카.\n\n### 연결 서비스', '<2-hop>\n\n2021년 초, Tesla는 Bitcoin에 15억 달러를 투자하고 환경 문제로 인해 중단하기 전에 잠시 결제 수단으로 허용했습니다. 2022년 7월까지 Tesla는 Bitcoin 보유량의 약 75%를 매각했습니다. 2023년 5월과 2024년 2월 사이에 북미 EV 제조업체는 Tesla의 북미 충전 표준으로 전환할 계획을 발표했습니다.\n\n2023년 11월, Tesla는 Cybertruck 배송을 시작했습니다. 2024년 4월, 회사는 직원 10% 감축을 발표하고 6월에 법인 설립지를 델라웨어에서 텍사스로 이전했습니다. 2024년 10월, Tesla는 미래의 차량 호출 서비스인 Tesla Network를 위해 Cybercab 및 Robovan의 컨셉 버전을 공개했습니다.', '<3-hop>\n\nTesla는 대형 주조 기계(Giga Press)를 사용하여 대형 단일 피스 하체를 만듭니다. 이 회사는 2022년부터 Optimus라는 휴머노이드 로봇을 개발해 왔습니다.\n\n## 시설\n\nTesla는 소매점, 갤러리 및 서비스 센터를 포함하여 전 세계에 대규모 공장과 소규모 시설을 운영하고 있습니다.\n\n**Tesla에서 운영하는 주요 시설**']","Tesla revealed the concept versions of Cybercab and Robovan in October 2024 as part of its future vehicle calling service called Tesla Network. This announcement came after Tesla started delivering the Cybertruck in November 2023, showing a progression from launching new electric vehicle models like the Cybertruck to planning advanced services involving autonomous vehicles such as the Cybercab and Robovan.",,,,multi_hop_abstract_query_synthesizer
"How does the dual motor and front-wheel drive layout of the Model S compare to the Model 3, considering the Model S sedan's design features?","['<1-hop>\n\nTesla는 2012년 6월 Model S 고급 세단을 출시했습니다. Model S는 여러 자동차 상을 받았으며 노르웨이(2013년 9월)와 전 세계(2015년 및 2016년)에서 가장 많이 팔린 전기 자동차가 되었습니다. Tesla는 2013년 7월 NASDAQ-100에 합류했습니다.\n\n2014년, Tesla는 운전자 지원 시스템인 Autopilot을 발표했습니다. Tesla는 2015년 4월 Powerwall 및 Powerpack과 함께 에너지 저장 시장에 진출하여 일주일 만에 8억 달러의 주문을 받았습니다. Model X SUV는 2015년 9월에 출시되었습니다.\n\n### SolarCity 및 Model 3 (2016–2018)', '<2-hop>\n\n- **Model S:** 리프트백 차체 스타일과 듀얼 모터, 전륜 구동 레이아웃을 갖춘 풀사이즈 고급차. Model S 개발은 2007년 이전에 시작되었으며 배송은 2012년 6월에 시작되었습니다.\n- **Model X:** 듀얼 모터 또는 트리 모터, 전륜 구동 레이아웃을 갖춘 5인승, 6인승 및 7인승 구성으로 제공되는 중형 고급 크로스오버 SUV. 뒷좌석 승객 문은 관절형 ""팔콘 윙"" 디자인으로 수직으로 열립니다. Model X 프로토타입은 2012년 2월에 처음 공개되었으며 배송은 2015년 9월에 시작되었습니다.', '<3-hop>\n\n- **Model 3:** 패스트백 차체 스타일과 듀얼 모터, 전륜 구동 레이아웃 또는 후륜 모터, 후륜 구동 레이아웃을 갖춘 중형차. 이 차량은 고급 Model S 세단보다 저렴하도록 설계되었습니다. Model 3 프로토타입은 2016년에 처음 공개되었으며 일주일 만에 325,000건 이상의 유료 예약이 접수되었습니다.']","The Model S features a liftback body style with a dual motor and front-wheel drive layout as a full-size luxury car, with development starting before 2007 and deliveries beginning in June 2012. In comparison, the Model 3, designed as a more affordable mid-size car than the luxury Model S sedan, offers a fastback body style and comes with either a dual motor and front-wheel drive layout or a single rear motor with rear-wheel drive. Thus, while both models can have dual motors and front-wheel drive, the Model S is a full-size luxury sedan with a liftback design, whereas the Model 3 is a mid-size fastback designed for affordability.",,,,multi_hop_abstract_query_synthesizer
How Rivian Adventure Network plan to open for other cars and what about planned $5 billion battery and assembly plant east of Atlanta?,"['<1-hop>\n\n**EV 충전**\n\nRivian은 미국과 캐나다 전역에 공공 충전소 네트워크를 개발하고 있습니다. Rivian은 2021년에 Waypoint 충전기 설치를 시작했지만 2023년 4월에 Rivian Adventure Network가 Rivian 이외의 차량에도 개방될 것이라고 발표되었습니다. Rivian은 또한 2025년 모델 연도부터 북미에서 차량에 북미 충전 시스템(NACS)을 채택할 예정입니다.\n\n**시설**', '<2-hop>\n\n- **Irvine, California:** 차량 엔지니어링 및 설계에 중점을 둔 본사.\n- **Normal, Illinois:** 차량 부품을 생산하고 조립을 수행하는 제조 공장.\n- **Plymouth, Michigan:** 차량 엔지니어링, 프로토타입 제작, 공급망 및 회계에 중점을 둡니다.\n- **Palo Alto, California:** 소프트웨어 개발 및 엔지니어링에 중점을 둡니다.\n- Carson, California 및 Woking, England에 추가 사무실이 있습니다.\n- 애틀랜타 동쪽에 있는 새로운 50억 달러 규모의 배터리 및 조립 공장은 보류 중입니다.\n\n**재정**\n\nRivian의 재무 성과는 상당한 수익 성장과 상당한 순손실로 특징지어집니다.']","Rivian Adventure Network, announced in April 2023, will be opened to vehicles other than Rivian's own, expanding the public charging network across the US and Canada. Additionally, Rivian has a planned $5 billion battery and assembly plant east of Atlanta, which is currently on hold.",,,,multi_hop_abstract_query_synthesizer
Tesla Gigafactories how they help battery cost reduction and also what battery energy storage products Tesla Energy make and sell in USA and other places?,"['<1-hop>\n\n| 개장 | 이름                | 도시                    | 국가 | 직원 수 | 제품                               |\n| :--- | :------------------ | :---------------------- | :--- | :------ | :--------------------------------- |\n| 2010 | Tesla 프리몬트 공장 | 캘리포니아 주 프리몬트  | 미국 | 22,000  | Model S, Model X, Model 3, Model Y |\n| 2016 | Gigafactory 네바다  | 네바다 주 스토리 카운티 | 미국 | 7,000   | 배터리, Powerwall, Semi            |\n| 2017 | Gigafactory 뉴욕    | 뉴욕 주 버팔로          | 미국 | 1,500   | Solar Roof, Supercharger           |\n| 2019 | Gigafactory 상하이  | 상하이                  | 중국 | 20,000  | Model 3, Model Y, Supercharger     |\n| 2022 | Gigafactory 베를린  | 그륀하이데              | 독일 | 10,000  | Model Y                            |', '<2-hop>\n\nTesla의 전략은 배터리 비용을 줄이기 위해 고가, 소량 차량으로 시작한 다음 더 저렴하고 대량 차량을 제공하는 것입니다. Tesla는 자동차의 하드웨어를 지속적으로 업데이트하고 웹사이트와 회사 소유 매장을 통해 직접 차량을 판매합니다. Tesla는 수직적으로 통합되어 많은 구성 요소를 자체 개발합니다. Tesla는 일반적으로 지속 가능한 에너지 채택을 촉진하기 위해 경쟁 업체가 자사 기술을 라이선스하도록 허용합니다.\n\n## 기술\n\n### 배터리\n\nTesla는 CATL, LG Energy Solution 및 Panasonic에서 공급받은 원통형 및 각형 배터리 셀을 사용하고 있으며 자체 배터리를 생산할 수 있는 능력을 구축하고 있습니다.\n\n### 소프트웨어', '<3-hop>\n\nTesla Energy는 태양 에너지 생성 시스템과 배터리 에너지 저장 제품을 개발, 구축, 판매 및 설치합니다. 제품에는 태양 전지판, Solar Roof, Solar Inverter, Powerwall 및 Megapack이 포함됩니다. 이 회사는 대규모 고객을 위한 자동화된 전력 거래, 수요 예측 및 제품 제어를 위한 온라인 플랫폼을 운영하고 있습니다.\n\n## 비즈니스 전략']","Tesla Gigafactories, such as the Gigafactory in Nevada opened in 2016, produce batteries and Powerwall products, contributing to Tesla's strategy of reducing battery costs by starting with high-priced, low-volume vehicles and then offering more affordable, mass-produced cars. Tesla Energy develops, builds, sells, and installs battery energy storage products including Powerwall and Megapack, alongside solar energy systems like Solar Roof and Solar Inverter. These products support Tesla's sustainable energy goals and are part of their broader business strategy involving automated power trading and demand forecasting platforms.",,,,multi_hop_abstract_query_synthesizer
Tesla Powerwall and Tesla Insurance Services how they work together in US market?,"['<1-hop>\n\nTesla는 2012년 6월 Model S 고급 세단을 출시했습니다. Model S는 여러 자동차 상을 받았으며 노르웨이(2013년 9월)와 전 세계(2015년 및 2016년)에서 가장 많이 팔린 전기 자동차가 되었습니다. Tesla는 2013년 7월 NASDAQ-100에 합류했습니다.\n\n2014년, Tesla는 운전자 지원 시스템인 Autopilot을 발표했습니다. Tesla는 2015년 4월 Powerwall 및 Powerpack과 함께 에너지 저장 시장에 진출하여 일주일 만에 8억 달러의 주문을 받았습니다. Model X SUV는 2015년 9월에 출시되었습니다.\n\n### SolarCity 및 Model 3 (2016–2018)', '<2-hop>\n\n- **Supercharger 네트워크:** Tesla의 고전압 DC 급속 충전 네트워크로, 2012년에 도입되었습니다.\n- **Destination 충전 위치 네트워크:** 호텔, 레스토랑 및 쇼핑 센터에 있는 더 느린 충전기.\n\n### 보험 서비스\n\nTesla는 Tesla Insurance Services, Inc.를 통해 미국에서 차량 보험을 제공하고 차량 데이터를 사용하여 개인 맞춤 가격을 제공합니다.\n\n## 에너지 제품', '<3-hop>\n\nTesla Energy는 태양 에너지 생성 시스템과 배터리 에너지 저장 제품을 개발, 구축, 판매 및 설치합니다. 제품에는 태양 전지판, Solar Roof, Solar Inverter, Powerwall 및 Megapack이 포함됩니다. 이 회사는 대규모 고객을 위한 자동화된 전력 거래, 수요 예측 및 제품 제어를 위한 온라인 플랫폼을 운영하고 있습니다.\n\n## 비즈니스 전략']","Tesla Powerwall is part of Tesla Energy's battery energy storage products, designed to store solar energy and provide automated power management through an online platform. Tesla Insurance Services, Inc. offers vehicle insurance in the US using vehicle data to provide personalized pricing. While Powerwall focuses on energy storage solutions, Tesla Insurance Services leverages vehicle data for insurance, showing Tesla's diversified approach in the US market combining energy products and personalized insurance services.",,,,multi_hop_abstract_query_synthesizer
"Why Model 3 production problem and delay happened, and how Elon Musk's role and capital raising from early investors and government loans helped Tesla overcome these challenges?","['<1-hop>\n\nTesla는 2016년 11월 SolarCity를 26억 달러에 인수하여 Tesla Energy를 설립했습니다. 2017년 2월, Tesla Motors는 사명을 Tesla, Inc.로 변경했습니다.\n\nModel 3 세단은 2016년 4월에 공개되어 일주일 만에 325,000건 이상의 예약이 접수되었습니다. ""생산 지옥""으로 묘사된 생산 문제로 인해 지연이 발생했습니다. 2018년 말까지 Model 3는 세계에서 가장 많이 팔린 전기 자동차(2018-2021)가 되었습니다. 2018년 8월, Musk는 Tesla를 비상장으로 전환할 계획을 발표했지만 실현되지 않았고 논란과 SEC의 증권 사기 혐의로 이어졌습니다.\n\n### 글로벌 확장 및 Model Y (2019–현재)', ""<2-hop>\n\nElon Musk는 주류 차량으로 확장하기 전에 프리미엄 스포츠카로 시작하는 전략에 초점을 맞춰 적극적인 역할을 수행했습니다. 후속 자금 조달에는 Valor Equity Partners (2006)와 Sergey Brin, Larry Page, Jeff Skoll과 같은 기업가의 투자가 포함되었습니다.\n\n2007년 8월, Eberhard는 CEO에서 물러나라는 요청을 받았고, Tarpenning은 2008년 1월에 이어졌습니다. Michael Marks는 Ze'ev Drori가 인수하기 전에 임시 CEO를 역임했으며, Musk는 2008년 10월에 인수했습니다. Eberhard는 2009년 6월 Musk를 상대로 소송을 제기했지만 나중에 기각되었습니다."", '<3-hop>\n\nRoadster 생산은 2008년에 시작되었습니다. 2009년 1월까지 Tesla는 1억 8,700만 달러를 모금하고 147대의 자동차를 인도했습니다. 2009년 6월, Tesla는 미국 에너지부로부터 4억 6,500만 달러의 대출을 받았으며, 2013년 5월에 이자와 함께 상환했습니다.\n\n### IPO, Model S 및 Model X (2010–2015)\n\n2010년 5월, Tesla는 캘리포니아 주 프리몬트의 NUMMI 공장을 Toyota로부터 인수했습니다. 이 회사는 2010년 6월 NASDAQ에 상장하여 2억 2,600만 달러를 조달했습니다.']","Model 3 production faced significant problems and delays, often described as ""production hell,"" which caused setbacks despite the high demand with over 325,000 reservations within a week of its 2016 unveiling. Elon Musk played an active role in Tesla's strategy, focusing initially on premium sports cars before expanding to mainstream vehicles. Early capital raising efforts included investments from Valor Equity Partners and entrepreneurs like Sergey Brin and Larry Page, as well as government support through a $465 million loan from the U.S. Department of Energy in 2009, which Tesla repaid with interest by 2013. These financial resources and Musk's leadership helped Tesla navigate production challenges and eventually make Model 3 the world's best-selling electric car from 2018 to 2021.",,,,multi_hop_abstract_query_synthesizer
"Model 3 세단이 공개된 후 유료 예약이 325,000건 이상 기록된 배경과 이 차량의 제품 가용성은 어떻게 설명될 수 있습니까?","['<1-hop>\n\nTesla는 2016년 11월 SolarCity를 26억 달러에 인수하여 Tesla Energy를 설립했습니다. 2017년 2월, Tesla Motors는 사명을 Tesla, Inc.로 변경했습니다.\n\nModel 3 세단은 2016년 4월에 공개되어 일주일 만에 325,000건 이상의 예약이 접수되었습니다. ""생산 지옥""으로 묘사된 생산 문제로 인해 지연이 발생했습니다. 2018년 말까지 Model 3는 세계에서 가장 많이 팔린 전기 자동차(2018-2021)가 되었습니다. 2018년 8월, Musk는 Tesla를 비상장으로 전환할 계획을 발표했지만 실현되지 않았고 논란과 SEC의 증권 사기 혐의로 이어졌습니다.\n\n### 글로벌 확장 및 Model Y (2019–현재)', '<2-hop>\n\n- **Model 3:** 패스트백 차체 스타일과 듀얼 모터, 전륜 구동 레이아웃 또는 후륜 모터, 후륜 구동 레이아웃을 갖춘 중형차. 이 차량은 고급 Model S 세단보다 저렴하도록 설계되었습니다. Model 3 프로토타입은 2016년에 처음 공개되었으며 일주일 만에 325,000건 이상의 유료 예약이 접수되었습니다.', '<3-hop>\n\n| Tesla 모델 |          |       |                  |\n| :--------- | :------- | :---- | :--------------- |\n| 이름       | 제조년도 | 좌석  | 참고             |\n| Roadster   | 2008     | 2     | 2012년에 단종    |\n| Model S    | 2012     | 5/7   |                  |\n| Model X    | 2015     | 5/6/7 |                  |\n| Model 3    | 2017     | 5     |                  |\n| Model Y    | 2020     | 5/7   |                  |\n| Semi       | 2022     | 2     |                  |\n| Cybertruck | 2023     | 5     |                  |\n| Roadster 2 |          | 2/4   | 2025년 출시 예정 |\n| Cybercab   |          | 2     | 2026년 출시 예정 |\n| Robovan    |          | 20    | 명시된 기간 없음 |\n\n### 사용 가능한 제품']","Model 3 세단은 2016년 4월에 처음 공개되었으며, 일주일 만에 325,000건 이상의 유료 예약이 접수되었습니다. 이 차량은 고급 Model S 세단보다 저렴하도록 설계된 중형차로, 패스트백 차체 스타일과 듀얼 모터 또는 후륜 모터 구동 레이아웃을 갖추고 있습니다. 2017년에 제조가 시작되었으며, 2018년 말까지 세계에서 가장 많이 팔린 전기 자동차가 되었습니다. 제품 가용성 측면에서, Model 3는 Tesla의 주요 모델 중 하나로 자리 잡았으며, 5인승 차량으로 분류되어 있습니다.",,,,multi_hop_abstract_query_synthesizer
"Tesla의 Cybertruck과 Rivian의 픽업 트럭 R1T는 각각 언제 출시되었으며, 두 회사의 전기 픽업 트럭 생산 현황은 어떻게 다른가요?","['<1-hop>\n\nTesla의 차량 생산은 2008년 Roadster로 시작하여 Model S (2012), Model X (2015), Model 3 (2017), Model Y (2020), Semi (2022) 및 Cybertruck (2023)으로 이어졌습니다. 이 회사는 세계에서 가장 가치 있는 회사 중 하나이며 2020년 7월 이후 가장 가치 있는 자동차 제조업체입니다. Tesla는 2021~2022년, 그리고 2024년에 다시 한 번 한때 1조 달러의 가치를 달성했습니다. 2023년에는 배터리 전기 자동차 시장에서 가장 큰 점유율(19.9%)을 차지했으며 Forbes Global 2000에서 69위에 랭크되었습니다.', '<2-hop>\n\n**개요**\n\nRivian은 ""스케이트보드"" 플랫폼(R1T 및 R1S 모델)을 기반으로 한 전기 스포츠 유틸리티 차량(SUV), 픽업 트럭 및 전기 배달 밴(Rivian EDV)을 생산합니다. R1T 배송은 2021년 말에 시작되었습니다. 회사는 2022년에 미국에서 충전 네트워크를 시작하여 2024년에 다른 차량에도 개방했습니다. 생산 공장은 일리노이 주 노멀에 있으며, 다른 시설은 미국, 캐나다, 영국 및 세르비아의 여러 주에 있습니다.\n\n**역사**\n\n**초창기 (2009–15):**']","Tesla의 Cybertruck은 2023년에 출시되었으며, Tesla는 2008년 Roadster부터 시작해 Model S, Model X, Model 3, Model Y, Semi, Cybertruck까지 다양한 전기차를 생산해왔습니다. 반면 Rivian은 스케이트보드 플랫폼 기반의 전기 픽업 트럭 R1T를 2021년 말에 배송하기 시작했으며, 미국 일리노이 주 노멀에 생산 공장을 두고 있습니다. 또한 Rivian은 2022년에 미국에서 충전 네트워크를 시작해 2024년에는 다른 차량에도 개방하는 등 충전 인프라 확장에 주력하고 있습니다.",,,,multi_hop_abstract_query_synthesizer
"Tesl의 Roadster 모델은 언제 출시되었고, 이 모델의 주요 특징과 단종 시점은 어떻게 되나요?","['<1-hop>\n\nTesla의 차량 생산은 2008년 Roadster로 시작하여 Model S (2012), Model X (2015), Model 3 (2017), Model Y (2020), Semi (2022) 및 Cybertruck (2023)으로 이어졌습니다. 이 회사는 세계에서 가장 가치 있는 회사 중 하나이며 2020년 7월 이후 가장 가치 있는 자동차 제조업체입니다. Tesla는 2021~2022년, 그리고 2024년에 다시 한 번 한때 1조 달러의 가치를 달성했습니다. 2023년에는 배터리 전기 자동차 시장에서 가장 큰 점유율(19.9%)을 차지했으며 Forbes Global 2000에서 69위에 랭크되었습니다.', '<2-hop>\n\n| Tesla 모델 |          |       |                  |\n| :--------- | :------- | :---- | :--------------- |\n| 이름       | 제조년도 | 좌석  | 참고             |\n| Roadster   | 2008     | 2     | 2012년에 단종    |\n| Model S    | 2012     | 5/7   |                  |\n| Model X    | 2015     | 5/6/7 |                  |\n| Model 3    | 2017     | 5     |                  |\n| Model Y    | 2020     | 5/7   |                  |\n| Semi       | 2022     | 2     |                  |\n| Cybertruck | 2023     | 5     |                  |\n| Roadster 2 |          | 2/4   | 2025년 출시 예정 |\n| Cybercab   |          | 2     | 2026년 출시 예정 |\n| Robovan    |          | 20    | 명시된 기간 없음 |\n\n### 사용 가능한 제품']","Tesla의 Roadster 모델은 2008년에 출시되었으며, 2인승 차량입니다. 이 모델은 2012년에 단종되었습니다. Roadster는 Tesla 차량 생산의 시작을 알린 모델로, 이후 Model S, Model X, Model 3 등 다양한 모델들이 출시되었습니다.",,,,multi_hop_specific_query_synthesizer
2019년 11월에 처음 발표된 Cybertruck의 주요 모델 구성과 구동 방식은 무엇인가요?,"['<1-hop>\n\n- **Cybertruck:** 2019년 11월에 처음 발표된 풀사이즈 픽업 트럭. 후륜 구동, 듀얼 모터 전륜 구동, 트리 모터 전륜 구동의 세 가지 모델이 제공됩니다.']","2019년 11월에 처음 발표된 Cybertruck은 풀사이즈 픽업 트럭으로, 후륜 구동, 듀얼 모터 전륜 구동, 트리 모터 전륜 구동의 세 가지 모델이 제공됩니다.",,,,multi_hop_specific_query_synthesizer
"2022년에 텍사스 오스틴에 위치한 Gigafactory 텍사스 공장에서 생산된 주요 전기차 모델은 무엇이며, 이 공장의 생산 규모는 어느 정도였습니까?","['<1-hop>\n\n| 2022 | Gigafactory 텍사스  | 텍사스 주 오스틴        | 미국 | 12,000  | Model Y, Cybertruck                |']","2022년에 텍사스 주 오스틴에 위치한 Gigafactory 텍사스 공장은 연간 12,000대의 생산 규모를 가지고 있었으며, 주요 생산 모델로는 Model Y와 Cybertruck이 있었습니다.",,,,multi_hop_specific_query_synthesizer
